Code	Repository	GeneName	GeneSymbol	MotifLength
M06190	TRANSFAC_v2017.1	ZXDA	ZXDA	7
M06191	TRANSFAC_v2017.1	ZXDB	ZXDB	7
M06192	TRANSFAC_v2017.1	ZNF135	ZNF135	12
M06193	TRANSFAC_v2017.1	ZNF117	ZNF117	18
M06194	TRANSFAC_v2017.1	ZNF121	ZNF121	12
M06195	TRANSFAC_v2017.1	ZNF90	ZNF90	12
M06196	TRANSFAC_v2017.1	ZNF81	ZNF81	17
M06197	TRANSFAC_v2017.1	ZNF84	ZNF84	18
M06198	TRANSFAC_v2017.1	ZNF76	ZNF76	19
M06199	TRANSFAC_v2017.1	ZNF135	ZNF135	12
M06200	TRANSFAC_v2017.1	ZNF45	ZNF45	12
M06201	TRANSFAC_v2017.1	ZNF93	ZNF93	12
M06202	TRANSFAC_v2017.1	ZXDB	ZXDB	7
M06203	TRANSFAC_v2017.1	ZXDA	ZXDA	7
M06204	TRANSFAC_v2017.1	ZNF211	ZNF211	19
M06208	TRANSFAC_v2017.1	ZNF460	ZNF460	12
M06209	TRANSFAC_v2017.1	ZNF616	ZNF616	12
M06210	TRANSFAC_v2017.1	ZNF33a	ZNF33A	12
M06211	TRANSFAC_v2017.1	ZNF33a	ZNF33A	12
M06212	TRANSFAC_v2017.1	ZNF33b	ZNF33B	12
M06213	TRANSFAC_v2017.1	znf267	ZNF267	12
M06214	TRANSFAC_v2017.1	ZNF33b	ZNF33B	10
M06215	TRANSFAC_v2017.1	ZNF33b	ZNF33B	12
M06216	TRANSFAC_v2017.1	ZNF33a	ZNF33A	12
M06217	TRANSFAC_v2017.1	ZNF169	ZNF169	12
M06218	TRANSFAC_v2017.1	ZNF169	ZNF169	12
M06219	TRANSFAC_v2017.1	ZNF266	ZNF266	12
M06220	TRANSFAC_v2017.1	ZNF155	ZNF155	12
M06221	TRANSFAC_v2017.1	ZNF91	ZNF91	12
M06222	TRANSFAC_v2017.1	ZNF273	ZNF273	12
M06223	TRANSFAC_v2017.1	ZNF155	ZNF155	12
M06224	TRANSFAC_v2017.1	ZNF415	ZNF415	12
M06226	TRANSFAC_v2017.1	ZNF460	ZNF460	12
M06227	TRANSFAC_v2017.1	ZNF543	ZNF543	12
M06228	TRANSFAC_v2017.1	ZNF543	ZNF543	12
M06229	TRANSFAC_v2017.1	ZNF91	ZNF91	12
M06231	TRANSFAC_v2017.1	ZNF273	ZNF273	12
M06232	TRANSFAC_v2017.1	ZNF234	ZNF234	12
M06233	TRANSFAC_v2017.1	ZNF91	ZNF91	12
M06234	TRANSFAC_v2017.1	ZNF91	ZNF91	12
M06235	TRANSFAC_v2017.1	znf267	ZNF267	12
M06236	TRANSFAC_v2017.1	znf267	ZNF267	12
M06237	TRANSFAC_v2017.1	ZNF846	ZNF846	12
M06239	TRANSFAC_v2017.1	ZNF844	ZNF844	12
M06240	TRANSFAC_v2017.1	ZNF616	ZNF616	12
M06241	TRANSFAC_v2017.1	ZNF345	ZNF345	12
M06242	TRANSFAC_v2017.1	ZNF266	ZNF266	12
M06243	TRANSFAC_v2017.1	ZNF266	ZNF266	12
M06244	TRANSFAC_v2017.1	ZNF616	ZNF616	12
M06245	TRANSFAC_v2017.1	ZNF763	ZNF763	12
M06246	TRANSFAC_v2017.1	ZNF177	ZNF177	12
M06247	TRANSFAC_v2017.1	ZNF234	ZNF234	21
M06248	TRANSFAC_v2017.1	ZNF91	ZNF91	12
M06249	TRANSFAC_v2017.1	ZNF616	ZNF616	12
M06250	TRANSFAC_v2017.1	ZNF345	ZNF345	12
M06252	TRANSFAC_v2017.1	ZNF415	ZNF415	12
M06254	TRANSFAC_v2017.1	znf267	ZNF267	12
M06255	TRANSFAC_v2017.1	ZNF846	ZNF846	12
M06256	TRANSFAC_v2017.1	ZNF177	ZNF177	12
M06257	TRANSFAC_v2017.1	ZNF616	ZNF616	15
M06258	TRANSFAC_v2017.1	ZNF345	ZNF345	12
M06259	TRANSFAC_v2017.1	ZNF91	ZNF91	12
M06260	TRANSFAC_v2017.1	ZNF91	ZNF91	10
M06262	TRANSFAC_v2017.1	ZNF415	ZNF415	12
M06263	TRANSFAC_v2017.1	ZNF211	ZNF211	12
M06265	TRANSFAC_v2017.1	ZNF791	ZNF791	12
M06266	TRANSFAC_v2017.1	ZNF284	ZNF284	12
M06267	TRANSFAC_v2017.1	ZNF805	ZNF805	12
M06268	TRANSFAC_v2017.1	ZNF260	ZNF260	12
M06269	TRANSFAC_v2017.1	ZNF569	ZNF569	12
M06270	TRANSFAC_v2017.1	ZNF468	ZNF468	12
M06271	TRANSFAC_v2017.1	ZNF284	ZNF284	12
M06272	TRANSFAC_v2017.1	ZNF569	ZNF569	12
M06273	TRANSFAC_v2017.1	ZNF766	ZNF766	12
M06275	TRANSFAC_v2017.1	ZNF284	ZNF284	12
M06276	TRANSFAC_v2017.1	ZNF642	ZFP69	12
M06277	TRANSFAC_v2017.1	ZNF404	ZNF404	12
M06279	TRANSFAC_v2017.1	ZNF124	ZNF124	10
M06280	TRANSFAC_v2017.1	ZNF642	ZFP69	12
M06281	TRANSFAC_v2017.1	ZNF805	ZNF805	12
M06283	TRANSFAC_v2017.1	ZNF678	ZNF678	12
M06284	TRANSFAC_v2017.1	Cos52	ZNF74	12
M06285	TRANSFAC_v2017.1	ZNF124	ZNF124	12
M06287	TRANSFAC_v2017.1	ZNF791	ZNF791	12
M06288	TRANSFAC_v2017.1	ZNF829	ZNF829	12
M06290	TRANSFAC_v2017.1	Cos52	ZNF74	12
M06291	TRANSFAC_v2017.1	ZNF672	ZNF672	10
M06292	TRANSFAC_v2017.1	ZNF766	ZNF766	12
M06293	TRANSFAC_v2017.1	ZNF742	ZNF56	12
M06294	TRANSFAC_v2017.1	ZNF805	ZNF805	12
M06296	TRANSFAC_v2017.1	ZNF568	ZNF568	12
M06297	TRANSFAC_v2017.1	SRE-ZBP	ZSCAN26	12
M06299	TRANSFAC_v2017.1	ZNF672	ZNF672	12
M06300	TRANSFAC_v2017.1	ZNF181	ZNF181	12
M06301	TRANSFAC_v2017.1	ZNF404	ZNF404	12
M06302	TRANSFAC_v2017.1	ZNF506	ZNF506	12
M06304	TRANSFAC_v2017.1	ZNF260	ZNF260	17
M06306	TRANSFAC_v2017.1	ZNF568	ZNF568	19
M06307	TRANSFAC_v2017.1	ZNF404	ZNF404	18
M06308	TRANSFAC_v2017.1	ZNF468	ZNF468	11
M06309	TRANSFAC_v2017.1	ZNF678	ZNF678	12
M06310	TRANSFAC_v2017.1	ZNF569	ZNF569	19
M06311	TRANSFAC_v2017.1	ZNF568	ZNF568	16
M06312	TRANSFAC_v2017.1	ZNF79	ZNF79	12
M06313	TRANSFAC_v2017.1	ZNF678	ZNF678	12
M06314	TRANSFAC_v2017.1	MOK-2	ZNF239	12
M06315	TRANSFAC_v2017.1	MOK-2	ZNF239	12
M06317	TRANSFAC_v2017.1	ZNF829	ZNF829	12
M06320	TRANSFAC_v2017.1	ZNF791	ZNF791	12
M06321	TRANSFAC_v2017.1	ZNF79	ZNF79	12
M06322	TRANSFAC_v2017.1	ZNF181	ZNF181	12
M06323	TRANSFAC_v2017.1	ZNF569	ZNF569	12
M06324	TRANSFAC_v2017.1	E4F1	E4F1	12
M06325	TRANSFAC_v2017.1	ZNF585A	ZNF585A	12
M06326	TRANSFAC_v2017.1	ZNF841	ZNF841	12
M06328	TRANSFAC_v2017.1	ZNF343	ZNF343	12
M06331	TRANSFAC_v2017.1	ZNF343	ZNF343	12
M06332	TRANSFAC_v2017.1	ZNF585A	ZNF585A	12
M06334	TRANSFAC_v2017.1	ZNF782	ZNF782	12
M06335	TRANSFAC_v2017.1	ZNF343	ZNF343	12
M06338	TRANSFAC_v2017.1	ZNF813	ZNF813	12
M06339	TRANSFAC_v2017.1	ZNF425	ZNF425	19
M06340	TRANSFAC_v2017.1	ZNF790	ZNF790	18
M06341	TRANSFAC_v2017.1	ZNF790	ZNF790	12
M06343	TRANSFAC_v2017.1	ZNF841	ZNF841	12
M06344	TRANSFAC_v2017.1	ZNF530	ZNF530	12
M06345	TRANSFAC_v2017.1	ZNF836	ZNF836	12
M06346	TRANSFAC_v2017.1	E4F1	E4F1	12
M06347	TRANSFAC_v2017.1	ZNF782	ZNF782	18
M06350	TRANSFAC_v2017.1	ZNF449	ZNF449	12
M06351	TRANSFAC_v2017.1	ZNF705A	ZNF705A	12
M06352	TRANSFAC_v2017.1	ZNF425	ZNF425	19
M06353	TRANSFAC_v2017.1	ZNF782	ZNF782	14
M06354	TRANSFAC_v2017.1	ZNF449	ZNF449	12
M06355	TRANSFAC_v2017.1	ZNF841	ZNF841	18
M06356	TRANSFAC_v2017.1	ZNF425	ZNF425	19
M06358	TRANSFAC_v2017.1	ZNF787	ZNF787	12
M06359	TRANSFAC_v2017.1	ZNF562	ZNF562	11
M06360	TRANSFAC_v2017.1	ZNF626	ZNF626	12
M06362	TRANSFAC_v2017.1	ZNF730	ZNF730	12
M06363	TRANSFAC_v2017.1	ZNF730	ZNF730	12
M06364	TRANSFAC_v2017.1	ZNF841	ZNF841	19
M06365	TRANSFAC_v2017.1	ZNF813	ZNF813	18
M06366	TRANSFAC_v2017.1	ZNF530	ZNF530	12
M06367	TRANSFAC_v2017.1	ZNF530	ZNF530	12
M06369	TRANSFAC_v2017.1	ZFP1	ZFP1	19
M06370	TRANSFAC_v2017.1	ZNF585A	ZNF585A	12
M06372	TRANSFAC_v2017.1	ZNF841	ZNF841	12
M06373	TRANSFAC_v2017.1	ZNF322A	ZNF322	12
M06374	TRANSFAC_v2017.1	ZNF626	ZNF626	12
M06376	TRANSFAC_v2017.1	ZNF770	ZNF770	11
M06377	TRANSFAC_v2017.1	ZNF773	ZNF773	10
M06378	TRANSFAC_v2017.1	ZNF562	ZNF562	12
M06379	TRANSFAC_v2017.1	ZNF770	ZNF770	10
M06380	TRANSFAC_v2017.1	ZNF787	ZNF787	13
M06381	TRANSFAC_v2017.1	ZNF585A	ZNF585A	18
M06382	TRANSFAC_v2017.1	ZNF773	ZNF773	12
M06384	TRANSFAC_v2017.1	ZNF551	ZNF551	12
M06385	TRANSFAC_v2017.1	EZI	ZNF467	12
M06386	TRANSFAC_v2017.1	ZNF836	ZNF836	12
M06387	TRANSFAC_v2017.1	ZSCAN2	ZSCAN2	12
M06388	TRANSFAC_v2017.1	ZNF677	ZNF677	12
M06389	TRANSFAC_v2017.1	ZNF573	ZNF573	12
M06390	TRANSFAC_v2017.1	ZNF227	ZNF227	11
M06391	TRANSFAC_v2017.1	ZNF836	ZNF836	12
M06392	TRANSFAC_v2017.1	ZNF765	ZNF765	12
M06393	TRANSFAC_v2017.1	ZNF765	ZNF765	12
M06394	TRANSFAC_v2017.1	ZNF761	ZNF761	12
M06395	TRANSFAC_v2017.1	ZNF534	ZNF534	12
M06397	TRANSFAC_v2017.1	ZNF761	ZNF761	12
M06398	TRANSFAC_v2017.1	ZNF761	ZNF761	11
M06399	TRANSFAC_v2017.1	ZNF551	ZNF551	12
M06400	TRANSFAC_v2017.1	ZNF497	ZNF497	12
M06401	TRANSFAC_v2017.1	ZNF551	ZNF551	12
M06402	TRANSFAC_v2017.1	ZNF493	ZNF493	12
M06403	TRANSFAC_v2017.1	ZNF788	ZNF788	20
M06404	TRANSFAC_v2017.1	ZNF497	ZNF497	12
M06405	TRANSFAC_v2017.1	ZNF329	ZNF329	12
M06406	TRANSFAC_v2017.1	ZNF534	ZNF534	12
M06407	TRANSFAC_v2017.1	ZNF677	ZNF677	12
M06408	TRANSFAC_v2017.1	ZSCAN30	ZSCAN30	12
M06409	TRANSFAC_v2017.1	ZNF329	ZNF329	19
M06410	TRANSFAC_v2017.1	ZNF497	ZNF497	12
M06411	TRANSFAC_v2017.1	ZNF662	ZNF662	12
M06412	TRANSFAC_v2017.1	ZNF227	ZNF227	12
M06413	TRANSFAC_v2017.1	ZNF573	ZNF573	12
M06414	TRANSFAC_v2017.1	ZNF573	ZNF573	12
M06415	TRANSFAC_v2017.1	ZNF429	ZNF429	12
M06416	TRANSFAC_v2017.1	ZNF429	ZNF429	12
M06417	TRANSFAC_v2017.1	ZNF771	ZNF771	12
M06419	TRANSFAC_v2017.1	ZNF493	ZNF493	12
M06420	TRANSFAC_v2017.1	ZNF493	ZNF493	12
M06421	TRANSFAC_v2017.1	ZNF534	ZNF534	12
M06422	TRANSFAC_v2017.1	ZNF836	ZNF836	12
M06423	TRANSFAC_v2017.1	ZNF571	ZNF571	12
M06424	TRANSFAC_v2017.1	ZNF788	ZNF788	12
M06425	TRANSFAC_v2017.1	ZNF227	ZNF227	12
M06426	TRANSFAC_v2017.1	ZNF761	ZNF761	17
M06427	TRANSFAC_v2017.1	EZI	ZNF467	18
M06428	TRANSFAC_v2017.1	ZNF227	ZNF227	12
M06429	TRANSFAC_v2017.1	ZSCAN2	ZSCAN2	12
M06430	TRANSFAC_v2017.1	ZNF329	ZNF329	12
M06431	TRANSFAC_v2017.1	ZNF788	ZNF788	12
M06432	TRANSFAC_v2017.1	ZNF571	ZNF571	12
M06433	TRANSFAC_v2017.1	ZNF571	ZNF571	12
M06435	TRANSFAC_v2017.1	ZNF429	ZNF429	12
M06436	TRANSFAC_v2017.1	ZNF836	ZNF836	12
M06437	TRANSFAC_v2017.1	ZNF836	ZNF836	12
M06438	TRANSFAC_v2017.1	ZNF227	ZNF227	12
M06440	TRANSFAC_v2017.1	ZNF493	ZNF493	12
M06441	TRANSFAC_v2017.1	ZSCAN30	ZSCAN30	12
M06444	TRANSFAC_v2017.1	ZNF557	ZNF557	12
M06445	TRANSFAC_v2017.1	ZNF283	ZNF283	19
M06446	TRANSFAC_v2017.1	ZNF525	ZNF525	12
M06447	TRANSFAC_v2017.1	ZNF547	ZNF547	12
M06448	TRANSFAC_v2017.1	ZNF808	ZNF808	12
M06449	TRANSFAC_v2017.1	znf567	ZNF567	12
M06451	TRANSFAC_v2017.1	ZNF614	ZNF614	12
M06452	TRANSFAC_v2017.1	znf567	ZNF567	12
M06454	TRANSFAC_v2017.1	ZNF786	ZNF786	12
M06455	TRANSFAC_v2017.1	ZNF695	ZNF695	15
M06458	TRANSFAC_v2017.1	ZNF441	ZNF441	12
M06460	TRANSFAC_v2017.1	ZNF808	ZNF808	12
M06461	TRANSFAC_v2017.1	ZNF557	ZNF557	12
M06462	TRANSFAC_v2017.1	ZNF441	ZNF441	12
M06463	TRANSFAC_v2017.1	ZNF595	ZNF595	12
M06464	TRANSFAC_v2017.1	znf679	ZNF679	12
M06465	TRANSFAC_v2017.1	ZNF595	ZNF595	12
M06467	TRANSFAC_v2017.1	ZNF695	ZNF695	12
M06468	TRANSFAC_v2017.1	ZNF808	ZNF808	12
M06469	TRANSFAC_v2017.1	ZNF441	ZNF441	18
M06470	TRANSFAC_v2017.1	ZNF441	ZNF441	12
M06471	TRANSFAC_v2017.1	ZNF283	ZNF283	20
M06473	TRANSFAC_v2017.1	znf440	ZNF440	12
M06475	TRANSFAC_v2017.1	znf679	ZNF679	10
M06476	TRANSFAC_v2017.1	ZNF34	ZNF34	18
M06477	TRANSFAC_v2017.1	HZF12	ZNF101	12
M06478	TRANSFAC_v2017.1	ZNF433	ZNF433	12
M06479	TRANSFAC_v2017.1	HZF12	ZNF101	12
M06480	TRANSFAC_v2017.1	znf440	ZNF440	12
M06481	TRANSFAC_v2017.1	ZNF433	ZNF433	12
M06482	TRANSFAC_v2017.1	ZNF547	ZNF547	12
M06483	TRANSFAC_v2017.1	ZNF595	ZNF595	12
M06484	TRANSFAC_v2017.1	ZNF683	ZNF683	11
M06485	TRANSFAC_v2017.1	ZNF808	ZNF808	12
M06486	TRANSFAC_v2017.1	ZNF610	ZNF610	12
M06487	TRANSFAC_v2017.1	ZNF695	ZNF695	12
M06488	TRANSFAC_v2017.1	ZNF595	ZNF595	12
M06490	TRANSFAC_v2017.1	ZNF664	ZNF664	19
M06495	TRANSFAC_v2017.1	ZNF433	ZNF433	12
M06496	TRANSFAC_v2017.1	ZNF808	ZNF808	12
M06498	TRANSFAC_v2017.1	ZNF283	ZNF283	17
M06499	TRANSFAC_v2017.1	znf383	ZNF383	12
M06500	TRANSFAC_v2017.1	ZNF614	ZNF614	18
M06504	TRANSFAC_v2017.1	ZFP62	ZFP62	11
M06505	TRANSFAC_v2017.1	znf417	ZNF417	12
M06506	TRANSFAC_v2017.1	ZFP62	ZFP62	12
M06507	TRANSFAC_v2017.1	ZFP90	ZFP90	12
M06508	TRANSFAC_v2017.1	ZNF114	ZNF114	10
M06509	TRANSFAC_v2017.1	CTCFL	CTCFL	12
M06510	TRANSFAC_v2017.1	ZFP62	ZFP62	12
M06511	TRANSFAC_v2017.1	ZNF721	ZNF721	12
M06512	TRANSFAC_v2017.1	GIOT-1	ZNF461	12
M06513	TRANSFAC_v2017.1	ZFP90	ZFP90	12
M06514	TRANSFAC_v2017.1	ZNF721	ZNF721	12
M06515	TRANSFAC_v2017.1	ZNF721	ZNF721	10
M06516	TRANSFAC_v2017.1	ZNF418	ZNF418	11
M06517	TRANSFAC_v2017.1	ZNF431	ZNF431	12
M06518	TRANSFAC_v2017.1	znf383	ZNF383	12
M06519	TRANSFAC_v2017.1	ZNF397	ZNF397	12
M06520	TRANSFAC_v2017.1	ZNF721	ZNF721	12
M06521	TRANSFAC_v2017.1	ZFP62	ZFP62	12
M06522	TRANSFAC_v2017.1	ZNF519	ZNF519	12
M06523	TRANSFAC_v2017.1	ZNF527	ZNF527	12
M06524	TRANSFAC_v2017.1	ZNF721	ZNF721	12
M06525	TRANSFAC_v2017.1	ZNF431	ZNF431	12
M06526	TRANSFAC_v2017.1	ZNF555	ZNF555	10
M06527	TRANSFAC_v2017.1	ZNF675	ZNF675	10
M06528	TRANSFAC_v2017.1	ZNF527	ZNF527	18
M06529	TRANSFAC_v2017.1	ZNF596	ZNF596	12
M06530	TRANSFAC_v2017.1	ZNF596	ZNF596	12
M06531	TRANSFAC_v2017.1	ZNF555	ZNF555	12
M06532	TRANSFAC_v2017.1	GIOT-1	ZNF461	19
M06533	TRANSFAC_v2017.1	ZNF563	ZNF563	12
M06534	TRANSFAC_v2017.1	ZNF563	ZNF563	12
M06535	TRANSFAC_v2017.1	ZNF555	ZNF555	12
M06536	TRANSFAC_v2017.1	znf540	ZNF540	20
M06537	TRANSFAC_v2017.1	CTCFL	CTCFL	10
M06538	TRANSFAC_v2017.1	ZNF680	ZNF680	12
M06539	TRANSFAC_v2017.1	ZNF483	ZNF483	12
M06540	TRANSFAC_v2017.1	znf540	ZNF540	12
M06541	TRANSFAC_v2017.1	ZNF502	ZNF502	12
M06542	TRANSFAC_v2017.1	ZNF502	ZNF502	12
M06543	TRANSFAC_v2017.1	ZNF418	ZNF418	16
M06544	TRANSFAC_v2017.1	ZFP62	ZFP62	12
M06545	TRANSFAC_v2017.1	ZNF485	ZNF485	12
M06546	TRANSFAC_v2017.1	ZNF485	ZNF485	12
M06547	TRANSFAC_v2017.1	ZNF675	ZNF675	12
M06548	TRANSFAC_v2017.1	ZNF680	ZNF680	12
M06549	TRANSFAC_v2017.1	ZNF721	ZNF721	12
M06550	TRANSFAC_v2017.1	ZNF519	ZNF519	18
M06551	TRANSFAC_v2017.1	znf417	ZNF417	12
M06552	TRANSFAC_v2017.1	Apak	ZNF420	12
M06553	TRANSFAC_v2017.1	Apak	ZNF420	12
M06554	TRANSFAC_v2017.1	ZNF483	ZNF483	12
M06555	TRANSFAC_v2017.1	ZNF721	ZNF721	12
M06556	TRANSFAC_v2017.1	znf383	ZNF383	12
M06557	TRANSFAC_v2017.1	ZNF418	ZNF418	19
M06558	TRANSFAC_v2017.1	ZNF675	ZNF675	12
M06559	TRANSFAC_v2017.1	Apak	ZNF420	12
M06560	TRANSFAC_v2017.1	ZNF502	ZNF502	12
M06561	TRANSFAC_v2017.1	ZNF502	ZNF502	11
M06562	TRANSFAC_v2017.1	ZNF431	ZNF431	12
M06563	TRANSFAC_v2017.1	ZNF483	ZNF483	12
M06564	TRANSFAC_v2017.1	ZNF578	ZNF578	12
M06565	TRANSFAC_v2017.1	ZNF775	ZNF775	12
M06566	TRANSFAC_v2017.1	ZNF845	ZNF845	12
M06567	TRANSFAC_v2017.1	ZNF707	ZNF707	12
M06568	TRANSFAC_v2017.1	ZNF501	ZNF501	12
M06569	TRANSFAC_v2017.1	ZNF775	ZNF775	11
M06570	TRANSFAC_v2017.1	ZNF75CP	ZNF75CP	12
M06571	TRANSFAC_v2017.1	ZNF799	ZNF799	18
M06572	TRANSFAC_v2017.1	ZNF597	ZNF597	12
M06573	TRANSFAC_v2017.1	ZNF419	ZNF419	18
M06574	TRANSFAC_v2017.1	ZNF354B	ZNF354B	12
M06575	TRANSFAC_v2017.1	ZNF845	ZNF845	12
M06576	TRANSFAC_v2017.1	ZNF419	ZNF419	10
M06577	TRANSFAC_v2017.1	ZNF594	ZNF594	12
M06578	TRANSFAC_v2017.1	ZNF594	ZNF594	12
M06579	TRANSFAC_v2017.1	ZNF354B	ZNF354B	12
M06580	TRANSFAC_v2017.1	ZNF560	ZNF560	12
M06581	TRANSFAC_v2017.1	ZNF778	ZNF778	12
M06582	TRANSFAC_v2017.1	ZNF75A	ZNF75A	12
M06583	TRANSFAC_v2017.1	ZNF845	ZNF845	12
M06584	TRANSFAC_v2017.1	ZNF606	ZNF606	12
M06585	TRANSFAC_v2017.1	ZNF479	ZNF479	12
M06586	TRANSFAC_v2017.1	ZNF479	ZNF479	12
M06587	TRANSFAC_v2017.1	CIZ	ZNF384	12
M06588	TRANSFAC_v2017.1	ZNF845	ZNF845	12
M06589	TRANSFAC_v2017.1	ZNF778	ZNF778	12
M06590	TRANSFAC_v2017.1	ZNF594	ZNF594	12
M06591	TRANSFAC_v2017.1	ZNF681	ZNF681	12
M06592	TRANSFAC_v2017.1	ZNF486	ZNF486	12
M06593	TRANSFAC_v2017.1	ZNF799	ZNF799	12
M06594	TRANSFAC_v2017.1	ZNF668	ZNF668	12
M06595	TRANSFAC_v2017.1	ZNF799	ZNF799	12
M06596	TRANSFAC_v2017.1	ZNF486	ZNF486	10
M06597	TRANSFAC_v2017.1	ZNF775	ZNF775	10
M06598	TRANSFAC_v2017.1	ZNF845	ZNF845	12
M06599	TRANSFAC_v2017.1	ZNF480	ZNF480	12
M06600	TRANSFAC_v2017.1	ZNF566	ZNF566	12
M06601	TRANSFAC_v2017.1	ZNF501	ZNF501	12
M06602	TRANSFAC_v2017.1	ZNF669	ZNF669	12
M06603	TRANSFAC_v2017.1	ZNF560	ZNF560	12
M06604	TRANSFAC_v2017.1	ZNF524	ZNF524	12
M06605	TRANSFAC_v2017.1	ZNF681	ZNF681	11
M06607	TRANSFAC_v2017.1	ZNF560	ZNF560	12
M06608	TRANSFAC_v2017.1	ZNF486	ZNF486	12
M06609	TRANSFAC_v2017.1	ZNF307	ZKSCAN4	12
M06610	TRANSFAC_v2017.1	znf764	ZNF764	12
M06611	TRANSFAC_v2017.1	ZNF560	ZNF560	12
M06612	TRANSFAC_v2017.1	ZNF419	ZNF419	12
M06613	TRANSFAC_v2017.1	ZNF514	ZNF514	12
M06614	TRANSFAC_v2017.1	ZNF594	ZNF594	12
M06615	TRANSFAC_v2017.1	ZNF597	ZNF597	12
M06616	TRANSFAC_v2017.1	ZNF594	ZNF594	12
M06617	TRANSFAC_v2017.1	ZNF480	ZNF480	12
M06618	TRANSFAC_v2017.1	ZNF668	ZNF668	14
M06619	TRANSFAC_v2017.1	ZNF669	ZNF669	12
M06620	TRANSFAC_v2017.1	ZNF681	ZNF681	12
M06621	TRANSFAC_v2017.1	ZNF479	ZNF479	12
M06622	TRANSFAC_v2017.1	ZNF681	ZNF681	12
M06623	TRANSFAC_v2017.1	ZNF778	ZNF778	12
M06624	TRANSFAC_v2017.1	ZNF2	ZNF2	12
M06626	TRANSFAC_v2017.1	ZNF558	ZNF558	12
M06627	TRANSFAC_v2017.1	ZNF570	ZNF570	12
M06628	TRANSFAC_v2017.1	znf587	ZNF587	12
M06629	TRANSFAC_v2017.1	ZNF578	ZNF578	12
M06630	TRANSFAC_v2017.1	ZNF2	ZNF2	12
M06631	TRANSFAC_v2017.1	ZNF696	ZNF696	12
M06632	TRANSFAC_v2017.1	ZNF717	ZNF717	10
M06633	TRANSFAC_v2017.1	ZNF717	ZNF717	12
M06634	TRANSFAC_v2017.1	ZSCAN5	ZSCAN5A	12
M06635	TRANSFAC_v2017.1	znf607	ZNF607	12
M06636	TRANSFAC_v2017.1	ZNF599	ZNF599	12
M06637	TRANSFAC_v2017.1	ZNF577	ZNF577	18
M06638	TRANSFAC_v2017.1	ZNF570	ZNF570	19
M06639	TRANSFAC_v2017.1	znf559	ZNF559	12
M06640	TRANSFAC_v2017.1	ZNF251	ZNF251	12
M06641	TRANSFAC_v2017.1	ZNF184	ZNF184	12
M06643	TRANSFAC_v2017.1	ZNF583	ZNF583	18
M06644	TRANSFAC_v2017.1	ZNF184	ZNF184	12
M06645	TRANSFAC_v2017.1	ZNF558	ZNF558	12
M06646	TRANSFAC_v2017.1	znf607	ZNF607	12
M06647	TRANSFAC_v2017.1	ZNF665	ZNF665	12
M06648	TRANSFAC_v2017.1	znf607	ZNF607	18
M06649	TRANSFAC_v2017.1	ZNF442	ZNF442	12
M06650	TRANSFAC_v2017.1	znf670	ZNF670	12
M06651	TRANSFAC_v2017.1	znf670	ZNF670	19
M06652	TRANSFAC_v2017.1	ZNF696	ZNF696	12
M06653	TRANSFAC_v2017.1	ZFP3	ZFP3	12
M06654	TRANSFAC_v2017.1	znf559	ZNF559	12
M06655	TRANSFAC_v2017.1	ZNF665	ZNF665	12
M06656	TRANSFAC_v2017.1	ZNF436	ZNF436	12
M06660	TRANSFAC_v2017.1	znf670	ZNF670	12
M06661	TRANSFAC_v2017.1	znf426	ZNF426	12
M06662	TRANSFAC_v2017.1	znf426	ZNF426	12
M06664	TRANSFAC_v2017.1	ZFP3	ZFP3	12
M06665	TRANSFAC_v2017.1	ZNF599	ZNF599	11
M06666	TRANSFAC_v2017.1	ZNF442	ZNF442	12
M06667	TRANSFAC_v2017.1	ZNF599	ZNF599	12
M06668	TRANSFAC_v2017.1	ZFP3	ZFP3	12
M06669	TRANSFAC_v2017.1	ZNF184	ZNF184	12
M06670	TRANSFAC_v2017.1	ZNF317	ZNF317	12
M06671	TRANSFAC_v2017.1	ZNF285	ZNF285	12
M06672	TRANSFAC_v2017.1	ZNF442	ZNF442	12
M06673	TRANSFAC_v2017.1	ZNF317	ZNF317	12
M06674	TRANSFAC_v2017.1	znf587	ZNF587	12
M06675	TRANSFAC_v2017.1	ZNF184	ZNF184	12
M06676	TRANSFAC_v2017.1	ZNF665	ZNF665	12
M06677	TRANSFAC_v2017.1	ZNF285	ZNF285	12
M06679	TRANSFAC_v2017.1	ZNF251	ZNF251	10
M06680	TRANSFAC_v2017.1	ZNF251	ZNF251	12
M06681	TRANSFAC_v2017.1	ZNF436	ZNF436	12
M06682	TRANSFAC_v2017.1	ZNF583	ZNF583	12
M06684	TRANSFAC_v2017.1	ZNF358	ZNF358	11
M06685	TRANSFAC_v2017.1	ZNF287	ZNF287	12
M06686	TRANSFAC_v2017.1	PRDM9	PRDM9	10
M06687	TRANSFAC_v2017.1	ZNF334	ZNF334	12
M06688	TRANSFAC_v2017.1	ZFP	ZKSCAN7	10
M06689	TRANSFAC_v2017.1	ZNF319	ZNF319	12
M06690	TRANSFAC_v2017.1	RBAK	RBAK	12
M06691	TRANSFAC_v2017.1	ZNF304	ZNF304	12
M06692	TRANSFAC_v2017.1	PRDM10	PRDM10	12
M06693	TRANSFAC_v2017.1	ZNF331	ZNF331	12
M06694	TRANSFAC_v2017.1	ZNF160	ZNF160	12
M06695	TRANSFAC_v2017.1	ZNF160	ZNF160	10
