Code	Repository	GeneName	GeneSymbol	MotifLength
OTX2_HUMAN.H10MO.C	HOCOMOCOv10	OTX2	OTX2	15
OVOL1_HUMAN.H10MO.C|OVOL1.SwissRegulon	HOCOMOCOv10|SwissRegulon	OVOL1|OVOL1	OVOL1	9
P53_HUMAN.H10MO.B	HOCOMOCOv10	P53	TP53	20
P63_HUMAN.H10MO.A	HOCOMOCOv10	P63	TP63|CKAP4	19
P63_HUMAN.H10MO.S	HOCOMOCOv10	P63	TP63|CKAP4	11
P73_HUMAN.H10MO.A	HOCOMOCOv10	P73	TP73	20
P73_HUMAN.H10MO.S	HOCOMOCOv10	P73	TP73	12
PAX1_HUMAN.H10MO.D	HOCOMOCOv10	PAX1	PAX1	17
PAX2_HUMAN.H10MO.D	HOCOMOCOv10	PAX2	PAX2	18
PAX2_HUMAN.H10MO.S	HOCOMOCOv10	PAX2	PAX2	7
PAX3_HUMAN.H10MO.D	HOCOMOCOv10	PAX3	PAX3	13
PAX4_HUMAN.H10MO.D	HOCOMOCOv10	PAX4	PAX4	12
PAX5_HUMAN.H10MO.A	HOCOMOCOv10	PAX5	PAX5	21
PAX5_HUMAN.H10MO.S	HOCOMOCOv10	PAX5	PAX5	8
PAX6_HUMAN.H10MO.D	HOCOMOCOv10	PAX6	PAX6	11
PAX7_HUMAN.H10MO.D	HOCOMOCOv10	PAX7	PAX7	11
PAX8_HUMAN.H10MO.D	HOCOMOCOv10	PAX8	PAX8	14
PBX1_HUMAN.H10MO.B	HOCOMOCOv10	PBX1	PBX1	15
PBX2_HUMAN.H10MO.C	HOCOMOCOv10	PBX2	PBX2	15
PBX3_HUMAN.H10MO.B	HOCOMOCOv10	PBX3	PBX3	14
PDX1_HUMAN.H10MO.C	HOCOMOCOv10	PDX1	PDX1	9
PIT1_HUMAN.H10MO.C	HOCOMOCOv10	PIT1	POU1F1|SLC20A1	13
PITX1_HUMAN.H10MO.D	HOCOMOCOv10	PITX1	PITX1	11
PITX2_HUMAN.H10MO.D	HOCOMOCOv10	PITX2	PITX2	10
PITX3_HUMAN.H10MO.D	HOCOMOCOv10	PITX3	PITX3	18
PLAG1_HUMAN.H10MO.D	HOCOMOCOv10	PLAG1	PLAG1	17
PLAG1_HUMAN.H10MO.S|PLAG1.SwissRegulon	HOCOMOCOv10|SwissRegulon	PLAG1|PLAG1	PLAG1	13
PPARA_HUMAN.H10MO.C	HOCOMOCOv10	PPARA	PPARA	13
PPARA_HUMAN.H10MO.S	HOCOMOCOv10	PPARA	PPARA	7
PPARD_HUMAN.H10MO.D	HOCOMOCOv10	PPARD	PPARD	14
PPARG_HUMAN.H10MO.A	HOCOMOCOv10	PPARG	PPARG	17
PPARG_HUMAN.H10MO.S	HOCOMOCOv10	PPARG	PPARG	9
PRDM1_HUMAN.H10MO.C	HOCOMOCOv10	PRDM1	PRDM1	14
PRDM4_HUMAN.H10MO.D	HOCOMOCOv10	PRDM4	PRDM4	16
PROP1_HUMAN.H10MO.D	HOCOMOCOv10	PROP1	PROP1	15
PROX1_HUMAN.H10MO.D	HOCOMOCOv10	PROX1	PROX1	17
PRRX1_HUMAN.H10MO.D	HOCOMOCOv10	PRRX1	PRRX1	7
PRRX2_HUMAN.H10MO.C	HOCOMOCOv10	PRRX2	PRRX2	7
PTF1A_HUMAN.H10MO.C	HOCOMOCOv10	PTF1A	PTF1A	21
PURA_HUMAN.H10MO.D	HOCOMOCOv10	PURA	PURA	17
RARA_HUMAN.H10MO.C	HOCOMOCOv10	RARA	RARA	17
RARA_HUMAN.H10MO.S	HOCOMOCOv10	RARA	RARA	7
RARB_HUMAN.H10MO.D	HOCOMOCOv10	RARB	RARB	11
RARG_HUMAN.H10MO.C	HOCOMOCOv10	RARG	RARG	20
RARG_HUMAN.H10MO.S	HOCOMOCOv10	RARG	RARG	7
RAX2_HUMAN.H10MO.D	HOCOMOCOv10	RAX2	RAX2	12
RELB_HUMAN.H10MO.C	HOCOMOCOv10	RELB	RELB	12
REL_HUMAN.H10MO.C	HOCOMOCOv10	REL	REL	12
REST_HUMAN.H10MO.A	HOCOMOCOv10	REST	REST	22
RFX1_HUMAN.H10MO.C	HOCOMOCOv10	RFX1	RFX1	12
RFX2_HUMAN.H10MO.C	HOCOMOCOv10	RFX2	RFX2	22
RFX3_HUMAN.H10MO.B	HOCOMOCOv10	RFX3	RFX3	14
RFX4_HUMAN.H10MO.D	HOCOMOCOv10	RFX4	RFX4	15
RFX5_HUMAN.H10MO.A	HOCOMOCOv10	RFX5	RFX5	20
RORA_HUMAN.H10MO.B	HOCOMOCOv10	RORA	RORA	12
RORG_HUMAN.H10MO.C	HOCOMOCOv10	RORG	RORC	13
RREB1_HUMAN.H10MO.D	HOCOMOCOv10	RREB1	RREB1	22
RUNX1_HUMAN.H10MO.A	HOCOMOCOv10	RUNX1	RUNX1	11
RUNX2_HUMAN.H10MO.B	HOCOMOCOv10	RUNX2	RUNX2	11
RUNX3_HUMAN.H10MO.C	HOCOMOCOv10	RUNX3	RUNX3	11
RXRA_HUMAN.H10MO.C	HOCOMOCOv10	RXRA	RXRA	17
RXRB_HUMAN.H10MO.C	HOCOMOCOv10	RXRB	RXRB	10
RXRG_HUMAN.H10MO.B	HOCOMOCOv10	RXRG	RXRG	13
RX_HUMAN.H10MO.D	HOCOMOCOv10	RX	RAX	11
SCRT1_HUMAN.H10MO.D	HOCOMOCOv10	SCRT1	SCRT1	13
SCRT2_HUMAN.H10MO.D	HOCOMOCOv10	SCRT2	SCRT2	13
SHOX2_HUMAN.H10MO.D	HOCOMOCOv10	SHOX2	SHOX2	17
SHOX_HUMAN.H10MO.D	HOCOMOCOv10	SHOX	SHOX	17
SMAD1_HUMAN.H10MO.D	HOCOMOCOv10	SMAD1	SMAD1	12
SMAD2_HUMAN.H10MO.C	HOCOMOCOv10	SMAD2	SMAD2	12
SMAD3_HUMAN.H10MO.C	HOCOMOCOv10	SMAD3	SMAD3	10
SMAD4_HUMAN.H10MO.C	HOCOMOCOv10	SMAD4	SMAD4	13
SNAI1_HUMAN.H10MO.C	HOCOMOCOv10	SNAI1	SNAI1	8
SNAI2_HUMAN.H10MO.C	HOCOMOCOv10	SNAI2	SNAI2	7
SOX10_HUMAN.H10MO.D	HOCOMOCOv10	SOX10	SOX10	7
SOX11_HUMAN.H10MO.D	HOCOMOCOv10	SOX11	SOX11	16
SOX13_HUMAN.H10MO.D	HOCOMOCOv10	SOX13	SOX13	8
SOX15_HUMAN.H10MO.D	HOCOMOCOv10	SOX15	SOX15	7
SOX17_HUMAN.H10MO.D	HOCOMOCOv10	SOX17	SOX17	18
SOX18_HUMAN.H10MO.D	HOCOMOCOv10	SOX18	SOX18	19
SOX1_HUMAN.H10MO.D	HOCOMOCOv10	SOX1	SOX1	16
SOX21_HUMAN.H10MO.D	HOCOMOCOv10	SOX21	SOX21	16
SOX2_HUMAN.H10MO.B	HOCOMOCOv10	SOX2	SOX2	16
SOX3_HUMAN.H10MO.D	HOCOMOCOv10	SOX3	SOX3	13
SOX4_HUMAN.H10MO.C	HOCOMOCOv10	SOX4	SOX4	12
SOX5_HUMAN.H10MO.C	HOCOMOCOv10	SOX5	SOX5	8
SOX7_HUMAN.H10MO.D	HOCOMOCOv10	SOX7	SOX7	16
SOX8_HUMAN.H10MO.D	HOCOMOCOv10	SOX8	SOX8	16
SOX9_HUMAN.H10MO.B	HOCOMOCOv10	SOX9	SOX9	11
SP1_HUMAN.H10MO.C	HOCOMOCOv10	SP1	SP1	19
SP1_HUMAN.H10MO.S	HOCOMOCOv10	SP1	SP1	11
SP2_HUMAN.H10MO.C	HOCOMOCOv10	SP2	SP2	22
SP3_HUMAN.H10MO.B	HOCOMOCOv10	SP3	SP3	20
SP4_HUMAN.H10MO.D	HOCOMOCOv10	SP4	SP4	22
SPDEF_HUMAN.H10MO.D	HOCOMOCOv10	SPDEF	SPDEF	14
SPI1_HUMAN.H10MO.A	HOCOMOCOv10	SPI1	SPI1	17
SPIB_HUMAN.H10MO.B	HOCOMOCOv10	SPIB	SPIB	12
SPIC_HUMAN.H10MO.D	HOCOMOCOv10	SPIC	SPIC	13
SPZ1_HUMAN.H10MO.D	HOCOMOCOv10	SPZ1	SPZ1	16
SRF_HUMAN.H10MO.A	HOCOMOCOv10	SRF	SRF	18
SRY_HUMAN.H10MO.B	HOCOMOCOv10	SRY	SRY	9
STAT1_HUMAN.H10MO.A	HOCOMOCOv10	STAT1	STAT1	22
STAT1_HUMAN.H10MO.S	HOCOMOCOv10	STAT1	STAT1	15
STAT2_HUMAN.H10MO.B	HOCOMOCOv10	STAT2	STAT2	15
STAT3_HUMAN.H10MO.A	HOCOMOCOv10	STAT3	STAT3	11
STAT4_HUMAN.H10MO.D	HOCOMOCOv10	STAT4	STAT4	11
STAT6_HUMAN.H10MO.C	HOCOMOCOv10	STAT6	STAT6	13
STF1_HUMAN.H10MO.B	HOCOMOCOv10	STF1	CSTA	9
SUH_HUMAN.H10MO.C	HOCOMOCOv10	SUH	RBPJ	11
TAL1_HUMAN.H10MO.A	HOCOMOCOv10	TAL1	TAL1	19
TAL1_HUMAN.H10MO.S	HOCOMOCOv10	TAL1	TAL1	12
TBP_HUMAN.H10MO.C	HOCOMOCOv10	TBP	TBP	11
TBR1_HUMAN.H10MO.D	HOCOMOCOv10	TBR1	TBR1	13
TBX15_HUMAN.H10MO.D	HOCOMOCOv10	TBX15	TBX15	19
TBX19_HUMAN.H10MO.D	HOCOMOCOv10	TBX19	TBX19	22
TBX1_HUMAN.H10MO.D	HOCOMOCOv10	TBX1	TBX1	20
TBX20_HUMAN.H10MO.D	HOCOMOCOv10	TBX20	TBX20	17
TBX21_HUMAN.H10MO.D	HOCOMOCOv10	TBX21	TBX21	12
TBX2_HUMAN.H10MO.D	HOCOMOCOv10	TBX2	TBX2	25
TBX3_HUMAN.H10MO.D	HOCOMOCOv10	TBX3	TBX3	24
TBX4_HUMAN.H10MO.D	HOCOMOCOv10	TBX4	TBX4	20
TBX5_HUMAN.H10MO.D	HOCOMOCOv10	TBX5	TBX5	8
TCF7_HUMAN.H10MO.C	HOCOMOCOv10	TCF7	TCF7	12
TEAD1_HUMAN.H10MO.D	HOCOMOCOv10	TEAD1	TEAD1	14
TEAD3_HUMAN.H10MO.D	HOCOMOCOv10	TEAD3	TEAD3	15
TEAD4_HUMAN.H10MO.A	HOCOMOCOv10	TEAD4	TEAD4	13
TEF_HUMAN.H10MO.D	HOCOMOCOv10	TEF	TEF	14
TFAP4_HUMAN.H10MO.C	HOCOMOCOv10	TFAP4	TFAP4	11
TFCP2_HUMAN.H10MO.D	HOCOMOCOv10	TFCP2	TFCP2	16
TFDP1_HUMAN.H10MO.D	HOCOMOCOv10	TFDP1	TFDP1	22
TFDP1_HUMAN.H10MO.S	HOCOMOCOv10	TFDP1	TFDP1	14
TFE3_HUMAN.H10MO.C	HOCOMOCOv10	TFE3	TFE3	10
TFEB_HUMAN.H10MO.C	HOCOMOCOv10	TFEB	TFEB	9
TGIF1_HUMAN.H10MO.D	HOCOMOCOv10	TGIF1	TGIF1	16
TGIF1_HUMAN.H10MO.S	HOCOMOCOv10	TGIF1	TGIF1	7
TGIF2_HUMAN.H10MO.D	HOCOMOCOv10	TGIF2	TGIF2	11
THAP1_HUMAN.H10MO.D	HOCOMOCOv10	THAP1	THAP1	22
TLX1_HUMAN.H10MO.D	HOCOMOCOv10	TLX1	TLX1	17
TLX1_HUMAN.H10MO.S	HOCOMOCOv10	TLX1	TLX1	11
USF1_HUMAN.H10MO.A	HOCOMOCOv10	USF1	USF1	10
USF2_HUMAN.H10MO.A	HOCOMOCOv10	USF2	USF2	19
VAX1_HUMAN.H10MO.D	HOCOMOCOv10	VAX1	VAX1	18
VAX2_HUMAN.H10MO.D	HOCOMOCOv10	VAX2	VAX2	16
VDR_HUMAN.H10MO.B	HOCOMOCOv10	VDR	VDR	16
VDR_HUMAN.H10MO.S	HOCOMOCOv10	VDR	VDR	7
VENTX_HUMAN.H10MO.D	HOCOMOCOv10	VENTX	VENTX	19
VSX1_HUMAN.H10MO.D	HOCOMOCOv10	VSX1	VSX1	14
VSX2_HUMAN.H10MO.D	HOCOMOCOv10	VSX2	VSX2	11
WT1_HUMAN.H10MO.D	HOCOMOCOv10	WT1	WT1	13
XBP1_HUMAN.H10MO.C	HOCOMOCOv10	XBP1	XBP1	12
ZBED1_HUMAN.H10MO.D	HOCOMOCOv10	ZBED1	ZBED1	13
ZBTB4_HUMAN.H10MO.D	HOCOMOCOv10	ZBTB4	ZBTB4	17
ZBTB4_HUMAN.H10MO.S	HOCOMOCOv10	ZBTB4	ZBTB4	15
ZBTB6_HUMAN.H10MO.D	HOCOMOCOv10	ZBTB6	ZBTB6	13
ZEB1_HUMAN.H10MO.B	HOCOMOCOv10	ZEB1	ZEB1	11
ZFHX3_HUMAN.H10MO.D	HOCOMOCOv10	ZFHX3	ZFHX3	11
ZFX_HUMAN.H10MO.C	HOCOMOCOv10	ZFX	ZFX	19
ZIC1_HUMAN.H10MO.B	HOCOMOCOv10	ZIC1	ZIC1	9
ZIC2_HUMAN.H10MO.C	HOCOMOCOv10	ZIC2	ZIC2	9
ZIC3_HUMAN.H10MO.C	HOCOMOCOv10	ZIC3	ZIC3	9
ZIC4_HUMAN.H10MO.D	HOCOMOCOv10	ZIC4	ZIC4	15
ABCF2	hPDI	ABCF2	ABCF2	6
ACF	hPDI	A1CF	A1CF	6
ACO1	hPDI	ACO1	ACO1	6
ADARB1	hPDI	ADARB1	ADARB1	9
AFF4	hPDI	AFF4	AFF4	6
AGGF1	hPDI	AGGF1	AGGF1	8
AKR1A1|SPR	hPDI|hPDI	AKR1A1|SPR	AKR1A1|SPR	6
ANXA1	hPDI	ANXA1	ANXA1	7
ANXA11	hPDI	ANXA11	ANXA11	6
APEX2	hPDI	APEX2	APEX2	8
ARFGAP1	hPDI	ARFGAP1	ARFGAP1	7
ARNTL	hPDI	ARNTL	ARNTL	9
ASCC1	hPDI	ASCC1	ASCC1	6
ASPSCR1	hPDI	ASPSCR1	ASPSCR1	7
AVEN	hPDI	AVEN	AVEN	6
BAD	hPDI	BAD	BAD	5
BARX1	hPDI	BARX1	BARX1	7
BAT4	hPDI	GPANK1	GPANK1	5
BAX	hPDI	BAX	BAX	6
BCL11A	hPDI	BCL11A	BCL11A	6
BOLL	hPDI	BOLL	BOLL	7
BRUNOL4	hPDI	CELF4	CELF4	6
BRUNOL5	hPDI	CELF5	CELF5	6
BRUNOL6	hPDI	CELF6	CELF6	5
C19orf25	hPDI	C19orf25	C19orf25	6
C19orf40	hPDI	C19orf40	FAAP24	6
C1orf176	hPDI	EXO5	EXO5	7
C2orf52	hPDI	LINC00471	LINC00471	7
C9orf156	hPDI	C9orf156	TRMO	7
CANX	hPDI	CANX	CANX	5
CAT	hPDI	CAT	CAT	7
CBFA2T2	hPDI	CBFA2T2	CBFA2T2	7
CBFB	hPDI	CBFB	CBFB	5
CBX7	hPDI	CBX7	CBX7	6
CCDC16	hPDI	ZNF830	ZNF830	7
CCDC25	hPDI	CCDC25	CCDC25	6
CD59	hPDI	CD59	CD59	8
CDK2AP1	hPDI	CDK2AP1	CDK2AP1	5
CEBPG	hPDI	CEBPG	CEBPG	6
CENTG1	hPDI	AGAP2	AGAP2	7
CFL2	hPDI	CFL2	CFL2	6
CHES1	hPDI	FOXN3	FOXN3	7
CKMT1B	hPDI	CKMT1B	CKMT1B	6
CLK1	hPDI	CLK1	CLK1	6
CNOT6	hPDI	CNOT6	CNOT6	8
COBRA1	hPDI	NELFB	NELFB	7
CPSF4	hPDI	CPSF4	CPSF4	6
CREB1	hPDI	CREB1	CREB1	6
CREB3L1	hPDI	CREB3L1	CREB3L1	6
CSNK2B	hPDI	CSNK2B	CSNK2B	6
CSTF2	hPDI	CSTF2	CSTF2	7
CYB5R1	hPDI	CYB5R1	CYB5R1	8
CYCS	hPDI	CYCS	CYCS	11
DAB2	hPDI	DAB2	DAB2	7
DAZAP1	hPDI	DAZAP1	DAZAP1	5
DDEFL1	hPDI	ASAP3	ASAP3	10
DDX20	hPDI	DDX20	DDX20	8
DDX4	hPDI	DDX4	DDX4	5
DDX43	hPDI	DDX43	DDX43	7
DDX53	hPDI	DDX53	DDX53	5
DGCR8	hPDI	DGCR8	DGCR8	7
DHX36	hPDI	DHX36	DHX36	8
DIABLO	hPDI	DIABLO	DIABLO	7
DIS3	hPDI	DIS3	DIS3	7
DLX6	hPDI	DLX6	DLX6	6
DNMT3A	hPDI	DNMT3A	DNMT3A	7
DR-1	hPDI	NA	XK	6
DTL	hPDI	DTL	DTL	8
DUS3L	hPDI	DUS3L	DUS3L	5
DUSP22	hPDI	DUSP22	DUSP22	6
DUSP26	hPDI	DUSP26	DUSP26	8
EBF1	hPDI	EBF1	EBF1	7
ECSIT	hPDI	ECSIT	ECSIT	6
EDN1	hPDI	EDN1	EDN1	9
EEF1D	hPDI	EEF1D	EEF1D	9
EIF5A2	hPDI	EIF5A2	EIF5A2	8
ELF2	hPDI	ELF2	ELF2	7
ENO1	hPDI	ENO1	ENO1	7
ESRRA	hPDI	ESRRA	ESRRA	7
ESX1	hPDI	ESX1	ESX1	5
ETFB	hPDI	ETFB	ETFB	7
ETS1	hPDI	ETS1	ETS1	6
ETV4	hPDI	ETV4	ETV4	7
EVX1	hPDI	EVX1	EVX1	6
EWSR1	hPDI	EWSR1	EWSR1	8
EXOSC3	hPDI	EXOSC3	EXOSC3	5
FAM119B	hPDI	METTL21B	EEF1AKMT3	6
FAM127B	hPDI	FAM127B	RTL8A	7
FEZ1	hPDI	FEZ1	FEZ1	6
FEZF2	hPDI	FEZF2	FEZF2	7
FGF19	hPDI	FGF19	FGF19	7
FHL2	hPDI	FHL2	FHL2	8
FIP1L1	hPDI	FIP1L1	FIP1L1	8
FLI1	hPDI	FLI1	FLI1	7
FLJ37078	hPDI	SRRM3	SRRM3	7
FOSL1	hPDI	FOSL1	FOSL1	9
FOXM1	hPDI	FOXM1	FOXM1	6
FOXP4	hPDI	FOXP4	FOXP4	10
GADD45A	hPDI	GADD45A	GADD45A	6
GIT2	hPDI	GIT2	GIT2	6
GLYCTK	hPDI	GLYCTK	GLYCTK	9
GOT1	hPDI	GOT1	GOT1	7
GPAM	hPDI	GPAM	GPAM	5
GPD1	hPDI	GPD1	GPD1	8
GRHL1	hPDI	GRHL1	GRHL1	8
GRHPR	hPDI	GRHPR	GRHPR	7
GTF2B	hPDI	GTF2B	GTF2B	6
GTF2H3	hPDI	GTF2H3	GTF2H3	6
GTF3C2	hPDI	GTF3C2	GTF3C2	6
GTF3C5	hPDI	GTF3C5	GTF3C5	6
GTPBP1	hPDI	GTPBP1	GTPBP1	6
GTPBP6	hPDI	GTPBP6	GTPBP6	7
H1FX	hPDI	H1FX	H1FX	7
H2AFY	hPDI	H2AFY	H2AFY	9
H2AFZ	hPDI	H2AFZ	H2AFZ	10
HCFC2	hPDI	HCFC2	HCFC2	7
HCLS1	hPDI	HCLS1	HCLS1	8
HDAC8	hPDI	HDAC8	HDAC8	6
HES5	hPDI	HES5	HES5	6
HHAT	hPDI	HHAT	HHAT	6
HHEX	hPDI	HHEX	HHEX	7
HIP2	hPDI	UBE2K	UBE2K	6
HIRIP3	hPDI	HIRIP3	HIRIP3	7
HIST1H2BN	hPDI	HIST1H2BN	HIST1H2BN	9
HIST2H2AB	hPDI	HIST2H2AB	HIST2H2AB	7
HIST2H2BE	hPDI	HIST2H2BE	HIST2H2BE	10
HLCS	hPDI	HLCS	HLCS	5
HMG20A	hPDI	HMG20A	HMG20A	5
HNRPA0	hPDI	HNRNPA0	HNRNPA0	8
HNRPA1	hPDI	HNRNPA1	HNRNPA1	9
HNRPC	hPDI	HNRNPC	HNRNPC	7
HNRPH3	hPDI	HNRNPH3	HNRNPH3	6
HNRPLL	hPDI	HNRNPLL	HNRNPLL	10
HOXB13	hPDI	HOXB13	HOXB13	11
HOXB9	hPDI	HOXB9	HOXB9	6
HOXD3	hPDI	HOXD3	HOXD3	7
HP1BP3	hPDI	HP1BP3	HP1BP3	7
HSF1	hPDI	HSF1	HSF1	7
HSPA1L	hPDI	HSPA1L	HSPA1L	6
HSPA5	hPDI	HSPA5	HSPA5	7
HTATIP2	hPDI	HTATIP2	HTATIP2	6
ID2	hPDI	ID2	ID2	6
IL24	hPDI	IL24	IL24	8
ING3	hPDI	ING3	ING3	6
INSM1	hPDI	INSM1	INSM1	8
IRF1	hPDI	IRF1	IRF1	6
IRF6	hPDI	IRF6	IRF6	7
IVD	hPDI	IVD	IVD	7
JARID1A	hPDI	KDM5A	KDM5A	7
JARID1D	hPDI	KDM5D	KDM5D	7
JDP2	hPDI	JDP2	JDP2	8
KCNIP1	hPDI	KCNIP1	KCNIP1	15
KIAA0907	hPDI	KIAA0907	KHDC4	5
KIF22	hPDI	KIF22	KIF22	5
KLF3	hPDI	KLF3	KLF3	7
KLF4	hPDI	KLF4	KLF4	7
LARP1	hPDI	LARP1	LARP1	8
LARP4	hPDI	LARP4	LARP4	8
LAS1L	hPDI	LAS1L	LAS1L	6
LASS4	hPDI	CERS4	CERS4	7
LHX2	hPDI	LHX2	LHX2	6
LHX4	hPDI	LHX4	LHX4	6
LOC51035	hPDI	UBXN1	UBXN1	5
LOC653972	hPDI	CBX3	CBX3	7
LRRFIP1	hPDI	LRRFIP1	LRRFIP1	10
LSM6	hPDI	LSM6	LSM6	7
LUZP1	hPDI	LUZP1	LUZP1	8
LUZP2	hPDI	LUZP2	LUZP2	8
MAGEA8	hPDI	MAGEA8	MAGEA8	7
MAGED4	hPDI	MAGED4B	MAGED4B	6
MAGEF1	hPDI	MAGEF1	MAGEF1	7
MAGOH	hPDI	MAGOH	MAGOH	10
MAP4K2	hPDI	MAP4K2	MAP4K2	7
MAPK1	hPDI	MAPK1	MAPK1	5
MBTPS2	hPDI	MBTPS2	MBTPS2	8
MCTP2	hPDI	MCTP2	MCTP2	5
MDM2	hPDI	MDM2	MDM2	8
MECP2	hPDI	MECP2	MECP2	6
MEF2B	hPDI	MEF2BNB-MEF2B	BORCS8-MEF2B	9
MEIS3	hPDI	MEIS3	MEIS3	8
MGC10334	hPDI	GLTPD1	CPTP	5
MGC10433	hPDI	RBM42	RBM42	8
MLX	hPDI	MLX	MLX	8
MORG1	hPDI	WDR83	WDR83	8
MORN1	hPDI	MORN1	MORN1	6
MRPL1	hPDI	MRPL1	MRPL1	9
MRPL2	hPDI	MRPL2	MRPL2	9
MRPS25	hPDI	MRPS25	MRPS25	9
MSI1	hPDI	MSI1	MSI1	6
MSI2	hPDI	MSI2	MSI2	7
MSRA	hPDI	MSRA	MSRA	6
MSRB3	hPDI	MSRB3	MSRB3	6
MTHFD1	hPDI	MTHFD1	MTHFD1	6
MXD4	hPDI	MXD4	MXD4	7
MYEF2	hPDI	MYEF2	MYEF2	6
MYF6	hPDI	MYF6	MYF6	6
MYLK	hPDI	MYLK	MYLK	6
MYOD1	hPDI	MYOD1	MYOD1	7
NANOS1	hPDI	NANOS1	NANOS1	6
NAP1L1	hPDI	NAP1L1	NAP1L1	6
NCALD	hPDI	NCALD	NCALD	7
NCBP2	hPDI	NCBP2	NCBP2	6
NFATC3	hPDI	NFATC3	NFATC3	6
NFATC4	hPDI	NFATC4	NFATC4	6
NFIB	hPDI	NFIB	NFIB	6
NFIL3	hPDI	NFIL3	NFIL3	6
NFIX	hPDI	NFIX	NFIX	6
NKX2-3	hPDI	NKX2-3	NKX2-3	7
NME1	hPDI	NME1	NME1	12
NMI	hPDI	NMI	NMI	8
NMRAL1	hPDI	NMRAL1	NMRAL1	7
NNT	hPDI	NNT	NNT	6
NOC2L	hPDI	NOC2L	NOC2L	6
NOLA1	hPDI	GAR1	GAR1	6
NONO	hPDI	NONO	NONO	7
NR2F1	hPDI	NR2F1	NR2F1	6
NR4A1	hPDI	NR4A1	NR4A1	5
NR4A2	hPDI	NR4A2	NR4A2	7
NRL	hPDI	NRL	NRL	5
NUCB1	hPDI	NUCB1	NUCB1	7
NUP107	hPDI	NUP107	NUP107	7
NUP133	hPDI	NUP133	NUP133	6
NXPH3	hPDI	NXPH3	NXPH3	7
ODC1	hPDI	ODC1	ODC1	6
OLIG1	hPDI	OLIG1	OLIG1	7
OLIG3	hPDI	OLIG3	OLIG3	8
OTUD4	hPDI	OTUD4	OTUD4	7
P4HB	hPDI	P4HB	P4HB	6
PAX3	hPDI	PAX3	PAX3	10
PAXIP1	hPDI	PAXIP1	PAXIP1	6
PCK2	hPDI	PCK2	PCK2	6
PDCD11	hPDI	PDCD11	PDCD11	7
PDE6H	hPDI	PDE6H	PDE6H	8
PDLIM5	hPDI	PDLIM5	PDLIM5	6
PGAM2	hPDI	PGAM2	PGAM2	8
PHLDA2	hPDI	PHLDA2	PHLDA2	6
PHOX2A	hPDI	PHOX2A	PHOX2A	6
PHTF1|RUFY3	hPDI|hPDI	PHTF1|RUFY3	PHTF1|RUFY3	6
PICK1	hPDI	PICK1	PICK1	6
PIK3C3	hPDI	PIK3C3	PIK3C3	6
PIR	hPDI	PIR	PIR	7
PITX1	hPDI	PITX1	PITX1	6
PKM2	hPDI	PKM	PKM	7
PKNOX2	hPDI	PKNOX2	PKNOX2	6
PLAGL1	hPDI	PLAGL1	PLAGL1	6
PLG	hPDI	PLG	PLG	6
POLE3	hPDI	POLE3	POLE3	7
POLI	hPDI	POLI	POLI	6
POU3F2	hPDI	POU3F2	POU3F2	7
POU4F3	hPDI	POU4F3	POU4F3	6
PPP1R10	hPDI	PPP1R10	PPP1R10	7
PPP2R3B	hPDI	PPP2R3B	PPP2R3B	7
PPP5C	hPDI	PPP5C	PPP5C	5
PQBP1	hPDI	PQBP1	PQBP1	7
PRDX5	hPDI	PRDX5	PRDX5	6
PRKRIR	hPDI	PRKRIR	THAP12	8
PRNP	hPDI	PRNP	PRNP	6
PRRX1	hPDI	PRRX1	PRRX1	7
PSMA6	hPDI	PSMA6	PSMA6	7
PSMC2	hPDI	PSMC2	PSMC2	13
PTCD1	hPDI	PTCD1	PTCD1	8
PTPMT1	hPDI	PTPMT1	PTPMT1	5
PURG	hPDI	PURG	PURG	8
R3HDM2	hPDI	R3HDM2	R3HDM2	6
RAB14	hPDI	RAB14	RAB14	7
RAB18	hPDI	RAB18	RAB18	6
RAB2A	hPDI	RAB2A	RAB2A	6
RAB7A	hPDI	RAB7A	RAB7A	6
RAN	hPDI	RAN	RAN	8
RARA	hPDI	RARA	RARA	6
RARB	hPDI	RARB	RARB	6
RARG	hPDI	RARG	RARG	6
RAX	hPDI	RAX	RAX	7
RBBP5	hPDI	RBBP5	RBBP5	6
RBBP9	hPDI	RBBP9	RBBP9	6
RBM17	hPDI	RBM17	RBM17	5
RBM22	hPDI	RBM22	RBM22	9
RBM3	hPDI	RBM3	RBM3	6
RBM35A	hPDI	ESRP1	ESRP1	8
RBM35B	hPDI	ESRP2	ESRP2	8
RBM7	hPDI	RBM7	RBM7	5
RBM8A	hPDI	RBM8A	RBM8A	6
RBM9	hPDI	RBFOX2	RBFOX2	6
RBMS1	hPDI	RBMS1	RBMS1	8
RFC2	hPDI	RFC2	RFC2	6
RFC3	hPDI	RFC3	RFC3	7
RFX3	hPDI	RFX3	RFX3	9
RFX4	hPDI	RFX4	RFX4	7
RFXANK	hPDI	RFXANK	RFXANK	7
RIOK2	hPDI	RIOK2	RIOK2	7
RKHD2	hPDI	MEX3C	MEX3C	8
RNASEH2C	hPDI	RNASEH2C	RNASEH2C	7
RNF138	hPDI	RNF138	RNF138	5
RPL35	hPDI	RPL35	RPL35	5
RPL6	hPDI	RPL6	RPL6	6
RPP25	hPDI	RPP25	RPP25	8
RPS10	hPDI	RPS10	RPS10	6
RPS4X	hPDI	RPS4X	RPS4X	8
